code1c	date	item_code	item_name	price	summa
00БП-000004	13.01.2020 12:00:00	БП-00000230	Резинка банковская	55	55
00БП-000004	13.01.2020 12:00:00	БП-00000231	Скрепки	28.76	57.52
00БП-000009	31.01.2020 12:16:37	БП-00000236	Картридж	1 200	1 200
00БП-000023	03.02.2020 12:00:00	БП-00000206	Вода19,2л	160	160
00БП-000026	07.02.2020 14:00:33	БП-00000244	Плата  Asus LGA1151-v2 B360 Prime B360-PLUS4*DDR4 2*PCI-Ex16HDMI/DVI/Dsub SATA3 2*M2	5 582.5	5 582.5
00БП-000026	07.02.2020 14:00:33	БП-00000245	Жесткий диск SATA-3 1Tb Seagate 7200 BarraCuda (ST1000DM010) Cache	2 499.17	2 499.17
00БП-000026	07.02.2020 14:00:33	БП-00000246	Твердотелый накопитель SSD M2 2280 240GB WD Green (WDS240G2G0B) TLC 3D NAND R540	2 082.5	2 082.5
00БП-000026	07.02.2020 14:00:33	БП-00000247	БП Cougar STE 500W (ATX 2/3. 120 mm Fan.APFC. 24*4*4. 5*SATA.2*PCI-E	2 082.5	2 082.5
00БП-000026	07.02.2020 14:00:33	БП-00000248	Кулер AeroCool Verkho 2 (Al+Cu.2 теплотрубки, 800-2000об/мин,15-25 дБ, ЕВЗ-110W 4-Din) универсальны	665.83	665.83
00БП-000026	07.02.2020 14:00:33	БП-00000249	Термопаста Evercool Nano Diamonnd (TC-Y01) в шприце 3гр	332.5	332.5
00БП-000026	07.02.2020 14:00:33	БП-00000250	Корпус Cougar MX350 Mesh-X Midtower Black USB3 1xfan без БП	2 082.5	2 082.5
00БП-000026	07.02.2020 14:00:33	БП-00000251	Адаптер беспроводной ТР-Link ЕД-ЦТ851ТВ PCI 802.11n 2*2 MIMO до 300 Mbits	915.83	915.83
00БП-000026	07.02.2020 14:00:33	БП-00000252	Процессор Intel Core i5-9400F 2.9/4GHz,6C/6T 9Mb L3 DDR4-2666 TDP-65W LGA1151-v2 OEM (CM80684	8 499.17	8 499.17
00БП-000026	07.02.2020 14:00:33	БП-00000253	Память DIMM DDR4 8192 MB*2 PC21300 2666Mhz Kingston HyperX Furv Black CL16 HX426C16FB3R	4 665.83	4 665.83
00БП-000027	09.02.2020 12:00:00	БП-00000256	Монитор Philips 27* 272V8A (00/01) (75Гц IPS 1920*1080FreeSync 4мс 2*2Вт	8 499.17	8 499.17
00БП-000027	09.02.2020 12:00:00	БП-00000257	Видеокарта PCI-E GigaByte GeForce  GT 710 1024Mb 64bit GDDr5	2 082.5	2 082.5
00БП-000027	09.02.2020 12:00:00	БП-00000258	Клавиатура +мышь беспроводная Logitec Wireless Combo MK220	1 249.17	1 249.17
00БП-000027	09.02.2020 12:00:00	БП-00000259	ТВ Антенна Denn DPA200 (47-862 Mhz DVB-T/T2/UHF/VHF/FM 75 Ohm	499.17	499.17
00БП-000027	09.02.2020 12:00:00	БП-00000260	Приставка для цифрового ТВ Lumax DV 1108HD DVB-T2/C кинозал	1 165.83	1 165.83
00БП-000028	13.02.2020 12:00:01	БП-00000261	Визитки	2.4	480
00БП-000029	10.02.2020 16:06:06	БП-00000209	"Журнал  ""Главбух"""	567.8	1 135.6
00БП-000030	17.02.2020 12:11:23	БП-00000261	Визитки	29.3	5 860
00БП-000031	21.02.2020 12:14:35	БП-00000262	Смартфон Huawei P300 Pro 6.47' 256Gb Aurora 8	36 999.17	36 999.17
00БП-000031	21.02.2020 12:14:35	БП-00000263	Фитнес браслет Huawey Bland 4 черный+спортиынй ремешок	2 082.5	2 082.5
00БП-000032	20.02.2020 14:53:53	БП-00000264	Сварочный аппарат Edon Smart Mig -210	12 916.67	12 916.67
00БП-000032	20.02.2020 14:53:53	БП-00000265	Редуктор углекислотный УР-6-6 REDIUS	758.33	758.33
00БП-000032	20.02.2020 14:53:53	БП-00000266	Баллон углекислотный 40 л	5 750	5 750
00БП-000032	20.02.2020 14:53:53	БП-00000267	Рукав газовый ф6,3мм	92.5	92.5
00БП-000032	20.02.2020 14:53:53	БП-00000268	Проволока ER70S-6 ф0,8(5кг)	575	575
00БП-000033	25.02.2020 16:10:07	БП-00000206	Вода19,2л	160	160
00БП-000046	05.03.2020 12:00:00	БП-00000069	Бумага А4, 500 л	251.2	1 256
00БП-000046	05.03.2020 12:00:00	БП-00000194	Дырокол	625.14	625.14
00БП-000046	05.03.2020 12:00:00	БП-00000178	Карандаш	22.7	45.4
00БП-000046	05.03.2020 12:00:00	БП-00000124	Клей-карандаш	78.73	157.46
00БП-000046	05.03.2020 12:00:00	БП-00000133	Мешки д/мусор	89.67	179.34
00БП-000046	05.03.2020 12:00:00	БП-00000295	Салфетка универсальная микрофибра 30*30см	52.19	52.19
00БП-000046	05.03.2020 12:00:00	БП-00000296	Салфетка влажные 50 шт.	50.47	100.94
00БП-000046	05.03.2020 12:00:00	БП-00000297	Скоросшиватель картонный	12.07	120.7
00БП-000046	05.03.2020 12:00:00	БП-00000147	Скоросшиватель с перфораци. пластик	10.93	109.3
00БП-000046	05.03.2020 12:00:00	БП-00000298	Швабра самоотжимная скручивающий отжим 120см	392.46	392.46
00БП-000059	10.03.2020 12:00:12	БП-00000209	"Журнал  ""Главбух"""	567.8	1 135.6
00БП-000077	17.03.2020 15:10:03	БП-00000315	Ноутбук HP 15S-eq0008ur (FHD) Athlon 300U/4096/SSD 256/AMD Radeon Vega	24 499	24 499
00БП-000077	17.03.2020 15:10:03	БП-00000043	МФУ Pantum М6500 (принте/Сканер/Копир:А4 1200*1200dpi 22 ppm 128Mb 600Mhz USB	7 999	7 999
00БП-000077	17.03.2020 15:10:03	БП-00000316	Сетевой фильтр (Power Cube SPG-B-10) 5розеток	599	599
00БП-000077	17.03.2020 15:10:03	БП-00000317	Мышь беспроводная Sven RX-220W Black USB	450	450
00БП-000080	20.03.2020 14:14:54	БП-00000206	Вода19,2л	160	160
00БП-000082	20.03.2020 15:33:26	БП-00000197	Закладки	91.23	91.23
00БП-000082	20.03.2020 15:33:26	БП-00000318	Клей ПВА	26.55	53.1
00БП-000082	20.03.2020 15:33:26	БП-00000069	Бумага А4, 500 л	261.7	1 046.8
00БП-000264	19.08.2020 12:00:00	БП-00000083	Услуги рекламы	5 184	5 184
00БП-000265	04.07.2020 12:00:02	БП-00000083	Услуги рекламы	840	840
00БП-000266	28.07.2020 15:41:26	БП-00000235	Обслуживание ККМ	300	300
00БП-000267	25.07.2020 23:59:59	БП-00000033	Услуги связи	1 950	1 950
00БП-000268	22.07.2020 17:22:11	БП-00000083	Услуги рекламы	1 215.2	1 215.2
00БП-000269	31.07.2020 12:00:02	БП-00000005	Аренда помещений	12 000	12 000
00БП-000270	31.07.2020 14:46:42	БП-00000033	Услуги связи	4 200	4 200
00БП-000272	01.10.2020 13:59:20	БП-00000005	Аренда помещений	8 300	8 300
00БП-000273	01.10.2020 13:59:21	БП-00000005	Аренда помещений	8 300	8 300
00БП-000274	01.10.2020 13:59:22	БП-00000005	Аренда помещений	8 300	8 300
00БП-000275	01.10.2020 13:59:23	БП-00000005	Аренда помещений	8 300	8 300
00БП-000276	18.08.2020 12:00:00	БП-00000083	Услуги рекламы	1 800	1 800
00БП-000277	10.07.2020 13:59:24	БП-00000083	Услуги рекламы	280	280
00БП-000278	07.07.2020 9:44:42	БП-00000083	Услуги рекламы	280	280
00БП-000279	14.07.2020 17:50:35	БП-00000083	Услуги рекламы	280	280
00БП-000280	17.07.2020 23:59:59	БП-00000083	Услуги рекламы	280	280
00БП-000281	24.07.2020 15:16:18	БП-00000083	Услуги рекламы	280	280
00БП-000282	31.07.2020 14:46:43	БП-00000083	Услуги рекламы	280	280
00БП-000283	23.07.2020 12:00:03	БП-00000083	Услуги рекламы	448	448
00БП-000284	16.07.2020 18:49:55	БП-00000083	Услуги рекламы	504	504
00БП-000285	09.07.2020 17:46:22	БП-00000083	Услуги рекламы	560	560
00БП-000286	31.07.2020 14:46:47	БП-00000434	Информационные услуги	894	894
00БП-000286	31.07.2020 14:46:47	БП-00000344	Услуги транспорта	8 458.98	8 458.98
00БП-000286	31.07.2020 14:46:47	БП-00000344	Услуги транспорта	9 688	9 688
00БП-000286	31.07.2020 14:46:47	БП-00000344	Услуги транспорта	9 296.2	9 296.2
00БП-000286	31.07.2020 14:46:47	БП-00000344	Услуги транспорта	3 672	3 672
00БП-000287	31.07.2020 14:46:48	БП-00000083	Услуги рекламы	440	440
00БП-000288	31.07.2020 14:46:49	БП-00000083	Услуги рекламы	1 980	1 980
00БП-000289	01.10.2020 14:46:50	БП-00000005	Аренда помещений	800	12 800
00БП-000289	01.10.2020 14:46:50	БП-00000005	Аренда помещений	900	9 000
00БП-000292	31.07.2020 14:46:52	БП-00000005	Аренда помещений	575	5 405
00БП-000293	31.07.2020 14:46:53	БП-00000005	Аренда помещений	575	17 422.5
00БП-000294	31.07.2020 14:46:54	БП-00000005	Аренда помещений	575	9 487.5
00БП-000295	31.07.2020 14:46:55	БП-00000005	Аренда помещений	479.17	14 279.17
00БП-000296	31.07.2020 14:46:56	БП-00000005	Аренда помещений	479.17	9 343.75
00БП-000297	31.07.2020 14:46:57	БП-00000005	Аренда помещений	479.17	4 456.25
00БП-000298	31.07.2020 14:46:58	БП-00000005	Аренда помещений	479.17	14 566.67
00БП-000299	31.07.2020 14:46:59	БП-00000005	Аренда помещений	479.17	8 768.75
00БП-000300	31.07.2020 14:47:00	БП-00000005	Аренда помещений	575	8 912.5
00БП-000301	31.07.2020 14:47:01	БП-00000005	Аренда помещений	479.17	7 091.67
00БП-000302	16.07.2020 18:49:56	БП-00000083	Услуги рекламы	990	990
00БП-000303	01.07.2020 12:31:38	БП-00000083	Услуги рекламы	3 300	3 300
00БП-000304	01.07.2020 12:31:39	БП-00000083	Услуги рекламы	640	640
00БП-000305	17.07.2020 23:59:59	БП-00000083	Услуги рекламы	1 320	1 320
00БП-000306	19.07.2020 12:00:01	БП-00000083	Услуги рекламы	3 021.43	3 021.43
00БП-000307	22.07.2020 17:22:14	БП-00000083	Услуги рекламы	1 600	1 600
00БП-000308	28.02.2020 16:04:22	БП-00000083	Услуги рекламы	720	720
00БП-000309	09.08.2020 23:01:26	БП-00000083	Услуги рекламы	5 000	5 000
00БП-000310	31.07.2020 14:47:04	БП-00000033	Услуги связи	1 500	1 500
00БП-000311	14.08.2020 17:00:00	БП-00000083	Услуги рекламы	2 592	2 592
00БП-000312	07.08.2020 12:22:38	БП-00000229	Услуги по содержанию сайта	2 000	2 000
00БП-000313	01.10.2020 10:42:23	БП-00000229	Услуги по содержанию сайта	27 500	27 500
00БП-000314	18.08.2020 10:43:14	БП-00000229	Услуги по содержанию сайта	3 000	3 000
00БП-000315	29.07.2020 17:18:08	БП-00000436	Ремонт офисной техники	6 000	6 000
00БП-000316	23.07.2020 12:00:04	БП-00000083	Услуги рекламы	990	990
00БП-000317	31.07.2020 14:47:08	БП-00000033	Услуги связи	1 950	1 950
00БП-000321	31.08.2020 17:47:18	БП-00000320	Оказание услуг в области растениеводства за период	180	1 350 900
00БП-000322	15.07.2020 17:47:19	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	175	1 488 025
00БП-000323	15.08.2020 17:47:20	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	180	1 293 480
00БП-000324	15.09.2020 17:47:21	БП-00000320	Оказание услуг в области растениеводства за период	180	1 168 110
00БП-000329	15.07.2020 14:47:11	БП-00000082	Оказание услуг по упаковке	135	112 320
00БП-000330	15.07.2020 14:47:12	БП-00000082	Оказание услуг по упаковке	310	118 420
00БП-000330	15.07.2020 14:47:12	БП-00000082	Оказание услуг по упаковке	280	87 080
00БП-000330	15.07.2020 14:47:12	БП-00000082	Оказание услуг по упаковке	265	185 235
00БП-000331	25.08.2020 14:34:35	БП-00000235	Обслуживание ККМ	300	300
00БП-000334	27.08.2020 17:23:55	БП-00000162	Право использования СБИС	10 000	10 000
00БП-000335	27.08.2020 17:24:13	БП-00000162	Право использования СБИС	6 500	6 500
00БП-000336	27.08.2020 17:24:28	БП-00000162	Право использования СБИС	2 500	2 500
00БП-000337	28.08.2020 14:15:22	БП-00000083	Услуги рекламы	792	792
00БП-000338	31.08.2020 17:06:53	БП-00000005	Аренда помещений	12 000	12 000
00БП-000339	31.08.2020 17:47:06	БП-00000005	Аренда помещений	800	12 800
00БП-000339	31.08.2020 17:47:06	БП-00000005	Аренда помещений	900	9 000
00БП-000340	01.10.2020 16:35:07	БП-00000340	Ремонт офиса	500 000	500 000
00БП-000341	31.08.2020 17:47:17	БП-00000434	Информационные услуги	1 693.25	1 693.25
00БП-000341	31.08.2020 17:47:17	БП-00000344	Услуги транспорта	23 349.24	23 349.24
00БП-000341	31.08.2020 17:47:17	БП-00000344	Услуги транспорта	23 517.94	23 517.94
00БП-000341	31.08.2020 17:47:17	БП-00000344	Услуги транспорта	29 563.08	29 563.08
00БП-000341	31.08.2020 17:47:17	БП-00000344	Услуги транспорта	9 322	9 322
00БП-000341	31.08.2020 17:47:17	БП-00000344	Услуги транспорта	4 795.75	4 795.75
00БП-000342	31.08.2020 17:47:18	БП-00000033	Услуги связи	4 200	4 200
00БП-000343	17.08.2020 15:38:28	БП-00000083	Услуги рекламы	1 920	1 920
00БП-000344	05.08.2020 16:46:54	БП-00000083	Услуги рекламы	900	900
00БП-000345	31.08.2020 17:47:29	БП-00000413	Подметание	150	97 500
00БП-000345	31.08.2020 17:47:29	БП-00000414	Мойка лотков	150	48 000
00БП-000345	31.08.2020 17:47:29	БП-00000415	Мойка Регистров	150	49 425
00БП-000346	30.09.2020 17:47:30	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	180	1 550 160
00БП-000347	31.08.2020 17:47:31	БП-00000382	Навеска живой птицы	310	75 330
00БП-000347	31.08.2020 17:47:31	БП-00000383	Навеска субпродуктов	275	116 600
00БП-000347	31.08.2020 17:47:31	БП-00000384	Сортировка готовой продукции	258	196 596
00БП-000348	31.08.2020 17:47:32	00-00000002	Погрузочно-разгрузочные работы ручным способом	220	31 460
00БП-000349	31.08.2020 17:47:33	БП-00000386	Услуги по упаковке тушки	260	384 540
00БП-000350	31.08.2020 17:47:34	БП-00000320	Оказание услуг в области растениеводства за период	150	117 450
00БП-000351	31.08.2020 17:47:35	БП-00000319	Оказание услуг по упаковке, фасовке продукции за период	175	8 400
00БП-000352	01.10.2020 12:31:40	БП-00000440	Консультационные услуги	40 300	40 300
00БП-000353	01.10.2020 12:31:41	БП-00000440	Консультационные услуги	12 720	12 720
00БП-000354	01.10.2020 0:00:00	БП-00000440	Консультационные услуги	23 850	23 850
00БП-000355	01.10.2020 16:02:03	БП-00000440	Консультационные услуги	36 400	36 400
00БП-000356	01.10.2020 16:02:04	БП-00000440	Консультационные услуги	33 390	33 390
00БП-000357	01.10.2020 16:02:05	БП-00000440	Консультационные услуги	39 114	39 114
00БП-000358	01.10.2020 16:02:06	БП-00000440	Консультационные услуги	24 564	24 564
00БП-000359	01.10.2020 16:35:08	БП-00000440	Консультационные услуги	49 926	49 926
00БП-000360	01.10.2020 13:59:25	БП-00000440	Консультационные услуги	38 160	38 160
00БП-000361	01.10.2020 23:59:59	БП-00000440	Консультационные услуги	30 528	30 528
00БП-000362	01.10.2020 15:16:19	БП-00000440	Консультационные услуги	28 938	28 938
00БП-000363	01.10.2020 14:47:16	БП-00000440	Консультационные услуги	31 164	31 164
00БП-000364	01.10.2020 12:22:39	БП-00000440	Консультационные услуги	31 164	31 164
00БП-000365	01.10.2020 17:00:04	БП-00000440	Консультационные услуги	31 164	31 164
00БП-000366	01.10.2020 16:11:03	БП-00000440	Консультационные услуги	24 486	24 486
00БП-000367	01.10.2020 16:12:05	БП-00000440	Консультационные услуги	24 486	24 486
00БП-000368	01.10.2020 13:17:07	БП-00000440	Консультационные услуги	16 218	16 218
00БП-000369	31.08.2020 17:47:36	БП-00000033	Услуги связи	1 500	1 500
00БП-000370	04.09.2020 15:27:08	БП-00000083	Услуги рекламы	3 456	3 456
00БП-000371	31.08.2020 17:47:37	БП-00000083	Услуги рекламы	4 800	4 800
00БП-000372	01.10.2020 16:28:52	БП-00000440	Консультационные услуги	6 678	6 678
00БП-000373	17.09.2020 15:09:09	БП-00000083	Услуги рекламы	525	525
00БП-000374	06.09.2020 12:00:00	БП-00000083	Услуги рекламы	4 860	4 860
00БП-000375	31.08.2020 17:47:42	БП-00000103	Аренда помещений (переменная часть, электроэнергия)	10.45	2 612.5
00БП-000379	10.09.2020 12:36:55	БП-00000083	Услуги рекламы	525	525
00БП-000380	24.09.2020 12:00:01	БП-00000083	Услуги рекламы	525	525
00БП-000381	25.09.2020 11:48:04	БП-00000235	Обслуживание ККМ	300	300
00БП-000382	28.09.2020 14:51:00	БП-00000083	Услуги рекламы	1 350	1 350
00БП-000383	15.07.2020 17:47:23	БП-00000082	Оказание услуг по упаковке	135	195 750
00БП-000384	15.07.2020 17:47:24	БП-00000082	Оказание услуг по упаковке	242.39	304 205.39
00БП-000385	31.07.2020 14:47:21	БП-00000082	Оказание услуг по упаковке	155	137 640
00БП-000386	21.08.2020 14:47:22	БП-00000082	Оказание услуг по упаковке	279.55	408 429.61
00БП-000387	31.07.2020 14:47:23	00-00000002	Погрузочно-разгрузочные работы ручным способом	215	30 960
00БП-000388	15.08.2020 12:00:13	БП-00000413	Подметание	140	79 800
00БП-000388	15.08.2020 12:00:13	БП-00000414	Мойка лотков	140	40 600
00БП-000388	15.08.2020 12:00:13	БП-00000415	Мойка Регистров	140	40 880
00БП-000389	15.08.2020 12:00:14	00-00000002	Погрузочно-разгрузочные работы ручным способом	215	35 475
00БП-000390	31.08.2020 17:47:52	БП-00000005	Аренда помещений	479.17	7 091.67
00БП-000391	31.08.2020 17:47:53	БП-00000005	Аренда помещений	575	8 912.5
00БП-000392	31.08.2020 17:47:54	БП-00000005	Аренда помещений	479.17	8 768.75
00БП-000393	31.08.2020 17:47:55	БП-00000005	Аренда помещений	479.17	14 566.67
00БП-000394	31.08.2020 17:47:56	БП-00000005	Аренда помещений	479.17	4 456.25
00БП-000395	31.08.2020 17:47:57	БП-00000005	Аренда помещений	479.17	9 343.75
00БП-000396	31.08.2020 17:47:58	БП-00000005	Аренда помещений	479.17	14 279.17
00БП-000397	31.08.2020 17:47:59	БП-00000005	Аренда помещений	575	9 487.5
00БП-000398	31.08.2020 17:48:00	БП-00000005	Аренда помещений	575	17 422.5
00БП-000399	31.08.2020 17:48:01	БП-00000005	Аренда помещений	575	5 405
00БП-000400	01.10.2020 16:15:15	БП-00000005	Аренда помещений	12 000	12 000
00БП-000401	30.09.2020 16:15:16	БП-00000033	Услуги связи	4 200	4 200
00БП-000402	01.10.2020 14:47:24	БП-00000005	Аренда помещений	8 300	8 300
00БП-000403	01.10.2020 17:48:02	БП-00000005	Аренда помещений	8 300	8 300
00БП-000407	01.10.2020 10:00:08	БП-00000162	Право использования СБИС	4 300	4 300
00БП-000408	30.09.2020 16:15:18	БП-00000344	Услуги транспорта	600	3 000
00БП-000409	31.07.2020 16:11:04	БП-00000007	Оказание услуг по укладке и упаковке продукции из мяса птицы	180	1 549 080
00БП-000410	25.08.2020 14:34:37	БП-00000082	Оказание услуг по упаковке	153.24	251 920
00БП-000411	30.09.2020 16:15:34	БП-00000459	Услуги непринимаемые	60	11 520
00БП-000412	31.07.2020 14:47:25	БП-00000386	Услуги по упаковке тушки	255	518 160
00БП-000413	15.08.2020 17:48:03	БП-00000386	Услуги по упаковке тушки	255	488 325
00БП-000414	30.09.2020 16:15:37	БП-00000434	Информационные услуги	1 725.03	1 725.03
00БП-000414	30.09.2020 16:15:37	БП-00000344	Услуги транспорта	16 435.62	16 435.62
00БП-000414	30.09.2020 16:15:37	БП-00000344	Услуги транспорта	35 142.94	35 142.94
00БП-000414	30.09.2020 16:15:37	БП-00000344	Услуги транспорта	12 624.19	12 624.19
00БП-000414	30.09.2020 16:15:37	БП-00000344	Услуги транспорта	16 663.25	16 663.25
00БП-000414	30.09.2020 16:15:37	БП-00000434	Информационные услуги	1 273	1 273
00БП-000414	30.09.2020 16:15:37	БП-00000344	Услуги транспорта	11 381.6	11 381.6
00БП-000415	31.08.2020 17:48:04	БП-00000033	Услуги связи	1 950	1 950
00БП-000416	01.10.2020 16:33:54	БП-00000083	Услуги рекламы	525	525
00БП-000418	30.09.2020 16:15:38	БП-00000083	Услуги рекламы	42 526.59	42 526.59
00БП-000419	15.08.2020 17:48:04	БП-00000382	Навеска живой птицы	308	102 256
00БП-000419	15.08.2020 17:48:04	БП-00000383	Навеска субпродуктов	275	61 875
00БП-000419	15.08.2020 17:48:04	БП-00000384	Сортировка готовой продукции	263	147 280
00БП-000420	15.08.2020 17:48:05	БП-00000320	Оказание услуг в области растениеводства за период	140	203 560
00БП-000421	15.09.2020 23:59:59	БП-00000342	Удаление листа с вывозом на дорожку	150	73 500
00БП-000421	15.09.2020 23:59:59	БП-00000441	Верхний уход	150	73 500
00БП-000421	15.09.2020 23:59:59	БП-00000442	Наброска крючков на шпалеру для дополнительного стебля	150	45 000
00БП-000422	15.09.2020 23:59:59	БП-00000382	Навеска живой птицы	310	14 880
00БП-000422	15.09.2020 23:59:59	БП-00000383	Навеска субпродуктов	275	103 675
00БП-000422	15.09.2020 23:59:59	БП-00000384	Сортировка готовой продукции	258	244 068
00БП-000423	15.09.2020 23:59:59	00-00000002	Погрузочно-разгрузочные работы ручным способом	220	20 680
00БП-000424	15.09.2020 23:59:59	БП-00000386	Услуги по упаковке тушки	260	209 820
00БП-000425	15.09.2020 23:59:59	БП-00000320	Оказание услуг в области растениеводства за период	150	52 800
00БП-000426	15.09.2020 23:59:59	БП-00000319	Оказание услуг по упаковке, фасовке продукции за период	175	72 800
00БП-000427	30.09.2020 16:15:41	БП-00000342	Удаление листа с вывозом на дорожку	150	78 000
00БП-000427	30.09.2020 16:15:41	БП-00000441	Верхний уход	150	78 000
00БП-000427	30.09.2020 16:15:41	БП-00000442	Наброска крючков на шпалеру для дополнительного стебля	150	42 000
00БП-000428	30.09.2020 16:15:42	БП-00000382	Навеска живой птицы	310	17 050
00БП-000428	30.09.2020 16:15:42	БП-00000383	Навеска субпродуктов	275	65 450
00БП-000428	30.09.2020 16:15:42	БП-00000384	Сортировка готовой продукции	258	216 978
00БП-000429	30.09.2020 16:15:43	00-00000002	Погрузочно-разгрузочные работы ручным способом	220	26 620
00БП-000430	30.09.2020 16:15:44	БП-00000386	Услуги по упаковке тушки	260	248 040
00БП-000431	30.09.2020 16:15:45	БП-00000320	Оказание услуг в области растениеводства за период	150	74 100
00БП-000432	30.09.2020 16:15:46	БП-00000319	Оказание услуг по упаковке, фасовке продукции за период	175	184 625
00БП-000433	30.09.2020 16:15:47	БП-00000457	Услуги по укладке и упаковке продукции	230	235 290
00БП-000434	30.09.2020 17:47:33	БП-00000005	Аренда помещений	575	5 405
00БП-000435	30.09.2020 17:47:34	БП-00000005	Аренда помещений	575	17 422.5
00БП-000436	30.09.2020 17:47:35	БП-00000005	Аренда помещений	575	9 487.5
00БП-000437	30.09.2020 17:47:36	БП-00000005	Аренда помещений	479.17	14 279.17
00БП-000438	30.09.2020 17:47:37	БП-00000005	Аренда помещений	479.17	9 343.75
00БП-000439	30.09.2020 17:47:38	БП-00000005	Аренда помещений	479.17	4 456.25
00БП-000440	30.09.2020 17:47:39	БП-00000005	Аренда помещений	479.17	14 566.67
00БП-000441	30.09.2020 17:47:40	БП-00000005	Аренда помещений	479.17	8 768.75
00БП-000442	30.09.2020 17:47:41	БП-00000005	Аренда помещений	575	8 912.5
00БП-000443	30.09.2020 17:47:42	БП-00000005	Аренда помещений	479.17	7 091.67
00БП-000444	30.09.2020 17:47:43	БП-00000005	Аренда помещений	383.33	4 101.67
00БП-000445	31.07.2020 14:47:26	БП-00000083	Услуги рекламы	77 072.76	77 072.76
00БП-000446	31.08.2020 17:48:05	БП-00000083	Услуги рекламы	122 631.61	122 631.61
00БП-000447	01.10.2020 17:27:51	БП-00000440	Консультационные услуги	4 134	4 134
00БП-000448	01.10.2020 1:59:59	БП-00000165	Поддержка 1С	5 300	5 300
00БП-000449	01.10.2020 23:59:59	БП-00000005	Аренда помещений	800	12 800
00БП-000449	01.10.2020 23:59:59	БП-00000005	Аренда помещений	900	900
00БП-000449	01.10.2020 23:59:59	БП-00000005	Аренда помещений	4 293	4 293
00БП-000451	30.09.2020 23:59:59	БП-00000033	Услуги связи	1 950	1 950
00БП-000452	03.09.2020 12:00:03	БП-00000083	Услуги рекламы	525	525
00БП-000453	22.10.2020 12:00:00	БП-00000083	Услуги рекламы	3 200	3 200
00БП-000454	23.09.2020 16:01:44	БП-00000083	Услуги рекламы	5 184	5 184
00БП-000455	30.09.2020 23:59:59	БП-00000103	Аренда помещений (переменная часть, электроэнергия)	3.14	783.75
00БП-000456	30.09.2020 23:59:59	БП-00000083	Услуги рекламы	9 428.56	9 428.56
00БП-000457	01.10.2020 16:33:56	БП-00000083	Услуги рекламы	640	2 560
00БП-000458	15.10.2020 12:40:05	БП-00000083	Услуги рекламы	1 330	1 330
00БП-000460	14.10.2020 17:37:25	БП-00000083	Услуги рекламы	987	987
00БП-000461	15.10.2020 17:08:50	БП-00000083	Услуги рекламы	17 120	17 120
00БП-000462	30.09.2020 23:59:59	БП-00000033	Услуги связи	1 500	1 500
00БП-000463	04.10.2020 12:00:00	БП-00000083	Услуги рекламы	411.44	411.44
00БП-000464	17.09.2020 15:09:12	БП-00000083	Услуги рекламы	1 750	1 750
00БП-000466	14.10.2020 17:37:26	БП-00000033	Услуги связи	600	600
00БП-000467	02.10.2020 16:15:39	БП-00000083	Услуги рекламы	3 456	3 456
00БП-000468	30.09.2020 23:59:59	БП-00000083	Услуги рекламы	1 600	1 600
00БП-000469	29.10.2020 12:00:00	БП-00000083	Услуги рекламы	1 440	1 440
00БП-000470	27.10.2020 15:32:38	БП-00000083	Услуги рекламы	1 224	1 224
00БП-000471	31.10.2020 12:00:13	БП-00000005	Аренда помещений	800	12 800
00БП-000471	31.10.2020 12:00:13	БП-00000005	Аренда помещений	800	12 880
00БП-000473	31.10.2020 12:00:14	БП-00000459	Услуги непринимаемые	60	9 720
00БП-000474	05.11.2020 12:35:28	БП-00000083	Услуги рекламы	700	700
